File Number,Date,Source,Allegation,Status,Finding,Case Status
24-0002,01/23/2024,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,Corrective Action Taken-Intake
13-0270,10/02/2013,Internal,Conformance to Law,Completed,Administrative Closure,
20-0049,02/25/2020,External,Conformance to Law,Completed,Corrective Action Taken,
20-0082,04/16/2020,External,Conformance to Law,Completed,Declined,
19-0007,01/15/2019,Internal,Conformance to Law,Completed,Administrative Closure,
20-0198,11/19/2020,External,Discrim/Race/Sex,Completed,Declined,
20-0071,03/17/2020,Internal,Conformance to Law,Completed,Corrective Action Taken,
20-0047,02/25/2020,External,Conformance to Law,Completed,No Corrective Action Tak,
21-0035,02/22/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
13-0270,10/02/2013,Internal,Conduct Unbecoming,Completed,Administrative Closure,
20-0082,04/16/2020,External,Discrimination/Harassment,Completed,Declined,
21-0091,05/26/2021,External,Conformance to Law,Completed,No Corrective Action Tak,
18-0236,12/12/2018,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
16-0333,01/09/2017,External,Conformance to Law,Completed,Declined,
14-0067,04/07/2014,External,Conformance to Law,Completed,Declined,
14-0171,08/13/2014,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
16-0069,04/04/2016,External,Conformance to Law,Completed,Declined,
21-0035,02/22/2021,External,Conformance to Law,Completed,No Corrective Action Tak,
20-0098,06/08/2020,External,Conformance to Law,Completed,No Corrective Action Tak,
20-0208,12/14/2020,External,Conformance to Law,Completed,No Corrective Action Tak,
20-0137,08/03/2020,Internal,Secondary Employment,Completed,No Corrective Action Tak,
20-0124,07/07/2020,Internal,Untruthful Statements,Active,,
18-0101,06/15/2018,Internal,Conduct Unbecoming,Completed,Administrative Closure,
20-0218,12/21/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0127,07/07/2020,External,Untruthful Statements,Completed,Declined,
21-0106,07/07/2021,Internal,Conduct Unbecoming,Completed,Exonerated,
19-0110,07/16/2019,Internal,Conduct Unbecoming,Completed,Administrative Closure,
20-0109,06/15/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
20-0124,07/07/2020,Internal,Neglect of Duty/Unsatisfactory Performance,Active,,
20-0128,07/13/2020,External,Use of Force,Completed,Administrative Closure,
20-0124,07/07/2020,Internal,Conformance to Law,Active,,
15-0048,03/18/2015,Internal,Conformance to Law,Completed,Administrative Closure,
20-0094,05/27/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
15-0048,03/18/2015,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
18-0101,06/15/2018,Internal,Conformance to Law,Completed,Administrative Closure,
20-0124,07/07/2020,Internal,Conduct Unbecoming,Active,,
20-0195,11/18/2020,External,Conformance to Law,Completed,Corrective Action Taken,
21-0088,05/17/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0117,06/29/2020,External,Conformance to Law,Completed,No Corrective Action Tak,
19-0133,08/12/2019,Internal,Conformance to Law,Completed,Sustained,
21-0106,07/07/2021,Internal,Conformance to Law,Completed,Exonerated,
19-0077,04/29/2019,Internal,Discrimination/Harassment,Completed,Sustained,
18-0004,01/08/2018,Internal,Abuse of Process,Completed,Sustained,
20-0101,06/08/2020,External,Conformance to Law,Completed,No Corrective Action Tak,
20-0129,07/13/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
19-0199,10/15/2019,Internal,Conformance to Law,Completed,Administrative Closure,
19-0106,07/15/2019,Internal,Untruthful Statements,Completed,Administrative Closure,
20-0037,02/11/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
24-0071,05/02/2024,External,Att to Duty/Use Alch-Drugs,Active,,Investigation
20-0115,06/29/2020,External,Conformance to Law,Completed,Corrective Action Taken,
20-0142,08/10/2020,External,Conformance to Law,Completed,Declined,
20-0129,07/13/2020,External,Courtesy,Completed,No Corrective Action Tak,
20-0207,12/14/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0143,08/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
20-0133,08/03/2020,External,Courtesy,Completed,Corrective Action Taken,
24-0071,05/02/2024,External,Secondary Employment,Active,,Investigation
20-0142,08/10/2020,External,Use of Force,Completed,Declined,
19-0106,07/15/2019,Internal,Conduct Unbecoming,Completed,Sustained,
20-0139,08/10/2020,External,Use of Force,Completed,Declined,
20-0144,08/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
19-0106,07/15/2019,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained,
19-0178,10/01/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated,
20-0207,12/14/2020,External,Courtesy,Completed,No Corrective Action Tak,
22-0061,04/11/2022,External,Conformance to Law,Completed,Declined,
20-0097,06/08/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0141,08/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
21-0007,01/13/2021,External,Courtesy,Completed,No Corrective Action Tak,
19-0178,10/01/2019,External,Use of Force,Completed,Exonerated,
20-0142,08/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
21-0123,07/27/2021,External,Conformance to Law,Completed,Declined,
19-0199,10/15/2019,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
19-0199,10/15/2019,Internal,Secondary Employment,Completed,Administrative Closure,
19-0199,10/15/2019,Internal,Courtesy,Completed,Administrative Closure,
20-0140,08/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
19-0106,07/15/2019,Internal,Conformance to Law,Completed,Sustained,
19-0106,07/15/2019,Internal,Maintenance of Property,Completed,Administrative Closure,
19-0106,07/15/2019,Internal,Courtesy,Completed,Sustained,
19-0199,10/15/2019,Internal,Punctuality,Completed,Administrative Closure,
20-0031,02/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0120,06/29/2020,External,Conformance to Law,Completed,Corrective Action Taken,
23-0014,02/15/2023,Internal,Conformance to Law,Active,,Trial Board
20-0027,02/05/2020,External,Conformance to Law,Completed,Corrective Action Taken,
20-0113,06/29/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0130,07/13/2020,External,Courtesy,Completed,Corrective Action Taken,
22-0060,04/11/2022,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
20-0130,07/13/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
20-0125,07/07/2020,External,Conformance to Law,Completed,No Corrective Action Tak,
23-0244,11/14/2023,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated,Closed
20-0099,06/08/2020,External,Conformance to Law,Completed,No Corrective Action Tak,
17-0073,03/24/2017,Internal,Property,Completed,Sustained,
17-0073,03/24/2017,Internal,Conduct Unbecoming,Completed,Administrative Closure,
16-0251,10/20/2016,External,Untruthful Statements,Completed,Administrative Closure,
23-0155,08/22/2023,Internal,Conformance to Law,Active,,Trial Board
20-0100,06/08/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0126,07/07/2020,External,Conformance to Law,Completed,Corrective Action Taken,
20-0099,06/08/2020,External,Courtesy,Completed,No Corrective Action Tak,
20-0126,07/07/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
20-0030,02/10/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0030,02/10/2020,External,Conformance to Law,Completed,No Corrective Action Tak,
20-0168,09/24/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
20-0219,12/21/2020,External,Conformance to Law,Completed,No Corrective Action Tak,
20-0126,07/07/2020,External,Conformance to Law,Completed,Declined,
16-0251,10/20/2016,External,Abuse of Authority,Completed,Administrative Closure,
16-0251,10/20/2016,External,Conduct Unbecoming,Completed,Administrative Closure,
20-0136,08/03/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
17-0073,03/24/2017,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
16-0251,10/20/2016,External,Conduct Unbecoming,Completed,Sustained,
20-0118,06/29/2020,External,Conformance to Law,Completed,Corrective Action Taken,
24-0057,04/29/2024,External,Abuse of Process,Completed,Declined,Closed
20-0080,04/16/2020,External,Conformance to Law,Completed,Corrective Action Taken,
20-0208,12/14/2020,External,Courtesy,Completed,Corrective Action Taken,
19-0007,01/15/2019,Internal,Conduct Unbecoming,Completed,Administrative Closure,
22-0113,06/22/2022,External,Conduct Unbecoming,Completed,Declined,
20-0003,01/23/2020,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained,
19-0077,04/29/2019,Internal,Conduct Unbecoming,Completed,Sustained,
20-0023,02/03/2020,Internal,Conduct Unbecoming,Completed,Administrative Closure,
21-0131,08/02/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
21-0138,08/02/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
21-0026,02/17/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,Unfounded,
20-0023,02/03/2020,Internal,Conformance to Law,Completed,Administrative Closure,
19-0265,01/21/2020,External,Conformance to Law,Completed,Administrative Closure,
21-0132,08/02/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
20-0003,01/23/2020,Internal,Untruthful Statements,Completed,Unfounded,
20-0167,09/23/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0222,12/21/2020,External,Courtesy,Completed,Declined,
21-0007,01/13/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
19-0007,01/15/2019,Internal,Discrimination/Harassment,Completed,Administrative Closure,
20-0153,09/04/2020,External,Courtesy,Completed,No Corrective Action Tak,
20-0003,01/23/2020,Internal,Conformance to Law,Completed,Exonerated,
19-0265,01/21/2020,External,Conduct Unbecoming,Completed,Administrative Closure,
20-0167,09/23/2020,External,Courtesy,Completed,No Corrective Action Tak,
21-0047,03/17/2021,External,Conduct Unbecoming,Completed,Declined,
20-0221,12/21/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
21-0139,08/03/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
18-0206,10/30/2018,Internal,Untruthful Statements,Completed,Administrative Closure,
20-0209,12/14/2020,External,Discrim/Race/Sex,Completed,Declined,
16-0321,01/05/2017,Internal,Use of Force,Completed,Sustained,
20-0074,04/16/2020,External,Use of Force,Completed,Unfounded,
21-0137,08/02/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
16-0321,01/05/2017,Internal,Courtesy,Completed,Sustained,
19-0093,06/10/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated,
20-0194,11/18/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0074,04/16/2020,External,Conformance to Law,Completed,Exonerated,
20-0192,11/18/2020,External,Courtesy,Completed,Corrective Action Taken,
20-0192,11/18/2020,External,Conformance to Law,Completed,Corrective Action Taken,
19-0093,06/10/2019,External,Conformance to Law,Completed,Unfounded,
16-0321,01/05/2017,Internal,Maintenance of Property,Completed,Sustained,
20-0194,11/18/2020,External,Courtesy,Completed,No Corrective Action Tak,
20-0196,11/18/2020,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
20-0074,04/16/2020,External,Conformance to Law,Completed,Unfounded,
20-0196,11/18/2020,Internal,Conformance to Law,Completed,Corrective Action Taken,
20-0209,12/14/2020,External,Conformance to Law,Completed,Corrective Action Taken,
16-0321,01/05/2017,Internal,Untruthful Statements,Completed,Sustained,
21-0047,03/17/2021,External,Abuse of Process,Completed,Declined,
21-0047,03/17/2021,External,Discrim/Race/Sex,Completed,Declined,
21-0029,02/17/2021,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
21-0028,02/17/2021,Internal,Compliance with Orders,Completed,No Corrective Action Tak,
21-0014,01/25/2021,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Corrective Action Taken,
20-0074,04/16/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Exonerated,
20-0193,11/18/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0152,09/04/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
16-0321,01/05/2017,Internal,Conformance to Law,Completed,Insufficent Evidence,
16-0321,01/05/2017,Internal,Discrimination/Harassment,Completed,Administrative Closure,
19-0077,04/29/2019,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
21-0135,08/02/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0112,06/29/2020,External,Abuse of Process,Completed,Corrective Action Taken,
20-0064,03/16/2020,External,Conformance to Law,Completed,Administrative Closure,
21-0002,01/04/2021,Internal,Secondary Employment,Completed,Administrative Closure,
21-0173,09/21/2021,External,Conformance to Law,Completed,Declined,
22-0038,02/14/2022,External,Discrim/Harassment/Use of Derogatory Language,Completed,Declined,
21-0031,02/17/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
21-0174,09/21/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
20-0226,12/29/2020,External,Courtesy,Completed,Corrective Action Taken,
20-0064,03/16/2020,External,Conduct Unbecoming,Completed,Administrative Closure,
20-0226,12/29/2020,External,Conformance to Law,Completed,Corrective Action Taken,
20-0206,12/14/2020,External,Conformance to Law,Completed,No Corrective Action Tak,
18-0045,03/19/2018,Internal,Conduct Unbecoming,Completed,Sustained,
20-0061,03/12/2020,Internal,Conformance to Law,Completed,Administrative Closure,
20-0061,03/12/2020,Internal,Punctuality,Completed,Administrative Closure,
21-0010,01/13/2021,External,Conformance to Law,Completed,No Corrective Action Tak,
21-0009,01/13/2021,Internal,Conformance to Law,Completed,Corrective Action Taken,
20-0061,03/12/2020,Internal,Conduct Unbecoming,Completed,Sustained,
20-0220,12/21/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,No Corrective Action Tak,
20-0061,03/12/2020,Internal,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained,
21-0036,02/22/2021,External,Neglect of Duty/Unsatisfactory Performance,Completed,Declined,
21-0036,02/22/2021,External,Conformance to Law,Completed,Declined,
20-0061,03/12/2020,Internal,Property,Completed,Administrative Closure,
20-0022,02/03/2020,External,Neglect of Duty/Unsatisfactory Performance,Completed,Sustained,
19-0254,12/18/2019,External,Neglect of Duty/Unsatisfactory Performance,Completed,Administrative Closure,
20-0022,02/03/2020,External,Conduct Unbecoming,Completed,Sustained,
20-0076,04/16/2020,External,Courtesy,Completed,Unfounded,
19-0254,12/18/2019,External,Conduct Unbecoming,Completed,Administrative Closure,
